ID,OBS_DATE,ASM,ASM_D11,ASM_D,ASM_D_D11,ASM_I,ASM_I_D11,RPM,RPM_D11,RPM_D,RPM_D_D11,RPM_I,RPM_I_D11,LOAD_FACTOR,LOAD_FACTOR_D11,LOAD_FACTOR_D,LOAD_FACTOR_D_D11,LOAD_FACTOR_I,LOAD_FACTOR_I_D11,ENPLANE_I,ENPLANE_I_D11,ENPLANE_D,ENPLANE_D_D11,ENPLANE,ENPLANE_D11,AIR_RPM_TSI,AIR_RPM_TSI_D11,AIR_RTMFM,AIR_RTMFM_D11,RAIL_FRT_CARLOADS,RAIL_FRT_CARLOADS_D11,RAIL_FRT_INTERMODAL,RAIL_FRT_INTERMODAL_D11,RAIL_PM,RAIL_PM_D11,TRANSIT,TRANSIT_D11,PETROLEUM,PETROLEUM_D11,NATURAL_GAS,NATURAL_GAS_D11,WATERBORNE,WATERBORNE_D11,TRUCK_D11,VMT,VMT_D11,TSI_Freight,TSI_Freight_C,TSI_Passenger,TSI_Passenger_C,TSI_Total,TSI_Total_C,IND_PRO,MANUF,INV_TO_SALES,IDX_AIR_RPM,IDX_AIR_RTMFM,IDX_RAIL_FRT_CARLOADS,IDX_RAIL_FRT_INTERMODAL,IDX_RAIL_PM,IDX_TRANSIT_D11,IDX_PETROLEUM_D11,IDX_NATURAL_GAS_D11,IDX_WATERBORNE_D11,IDX_TRUCK_D11
SATD201505,05/01/2015,"92,777,625","89,688,968","63,393,900","61,805,286","29,383,725","27,883,682","78,002,935","74,401,975","54,255,249","51,935,546","23,747,686","22,466,429",84.1,83,85.6,84,80.8,80.6,"8,673","8,437","60,252","57,495","68,925","65,932","78,502,373","75,045,053","2,975,003","2,996,885","1,192,699","1,185,290","1,206,950","1,182,359","539,871,332","519,352,652","871,727","867,065","255,162","247,161","1,858.2","2,244.6",49.6,48.3,99.4,"270,839","257,531",122.1,0.1,121.7,0.2,121.8,0.1,108.69169897,132.61136493,1.44,1.2722,1.1673,0.8472,1.5486,1.1142,1.1011,1.1049,1.1982,0.9779,1.3275
SATD201506,06/01/2015,"95,699,034","89,547,683","65,232,975","61,679,646","30,466,059","27,868,037","82,695,216","74,714,188","56,994,808","52,210,867","25,700,408","22,503,321",86.4,83.4,87.4,84.6,84.4,80.7,"9,456","8,469","61,811","57,524","71,267","65,993","83,253,406","75,344,034","2,954,345","2,957,657","1,156,485","1,168,207","1,186,247","1,172,067","620,954,019","551,639,864","878,666","872,666","249,521","248,151","1,899.9","2,292.7",47.4,47.4,99.4,"270,574","258,177",121.8,-0.2,122.3,0.5,121.9,0.1,108.36730764,133.78126785,1.45,1.2773,1.1521,0.835,1.5352,1.1835,1.1083,1.1093,1.2239,0.9589,1.327
SATD201507,07/01/2015,"100,991,322","90,267,749","68,556,581","62,180,571","32,434,741","28,087,178","88,263,768","75,196,192","60,430,846","52,517,719","27,832,922","22,678,473",87.4,83.3,88.1,84.5,85.8,80.7,"10,503","8,515","65,130","57,729","75,633","66,244","88,951,664","75,963,076","3,002,075","2,983,092","1,227,312","1,201,209","1,184,112","1,175,762","680,358,542","559,366,777","890,344","898,145","256,884","251,841","2,067.7","2,273.4",47.8,47.5,100.2,"278,372","258,012",122.9,0.9,124.1,1.5,123.2,1.1,109.07617874,133.15648201,1.44,1.2878,1.162,0.8585,1.54,1.2001,1.1406,1.1258,1.2136,0.9607,1.3374
SATD201508,08/01/2015,"98,605,906","90,589,785","66,731,034","62,426,703","31,874,872","28,163,082","85,234,949","76,287,331","57,819,224","53,218,682","27,415,725","23,068,649",86.4,84.2,86.6,85.2,86,81.9,"10,092","8,647","62,774","59,009","72,866","67,656","85,855,967","76,615,260","2,889,286","2,930,261","1,279,486","1,198,538","1,232,802","1,170,475","627,586,111","553,152,310","840,937","858,444","258,154","253,433","2,052.7","2,258.9",51.5,49,100.9,"272,209","259,020",123.4,0.4,123.2,-0.7,123.2,0,108.82827343,131.77755568,1.45,1.2988,1.1414,0.8566,1.5331,1.1868,1.0902,1.1329,1.2058,0.9915,1.3475
SATD201509,09/01/2015,"87,311,778","90,652,198","59,511,989","62,480,911","27,799,789","28,171,287","72,483,190","76,634,021","49,857,958","53,708,338","22,625,232","22,925,683",83,84.5,83.8,86,81.4,81.4,"7,752","8,703","55,990","58,937","63,742","67,640","73,017,733","76,959,882","3,004,570","3,013,785","1,211,041","1,190,993","1,165,129","1,153,388","519,017,227","546,290,764","897,493","863,756","250,022","251,922","1,901.3","2,289.6",49.6,48.9,100.9,"255,090","258,671",123.5,0.1,123.8,0.5,123.5,0.2,108.53462754,131.15019989,1.47,1.3047,1.1739,0.8512,1.5107,1.172,1.0969,1.1262,1.2222,0.9893,1.3469
SATD201510,10/01/2015,"89,525,077","90,684,644","62,551,351","62,889,853","26,973,726","27,794,791","76,094,668","76,851,400","54,074,371","54,040,495","22,020,297","22,810,905",85,84.7,86.4,85.9,81.6,82.1,"7,841","8,625","60,892","59,368","68,733","67,993","76,678,109","77,247,105","3,207,280","3,010,051","1,249,083","1,185,804","1,209,771","1,128,279","523,223,360","539,041,034","953,141","872,709","257,696","254,484","1,987.3","2,304.3",50.5,46.6,100.7,"268,469","257,672",123,-0.4,124.4,0.5,123.4,-0.1,108.04162177,129.91861793,1.49,1.3096,1.1725,0.8475,1.4778,1.1565,1.1083,1.1376,1.2301,0.9441,1.3443
SATD201511,11/01/2015,"84,942,542","91,126,636","60,467,129","63,249,432","24,475,413","27,877,204","70,030,247","76,381,961","50,913,043","53,655,019","19,117,204","22,726,942",82.4,83.8,84.2,84.8,78.1,81.5,"7,439","8,649","57,151","58,833","64,590","67,481","70,460,064","76,636,628","3,105,218","2,983,385","1,119,467","1,129,602","1,101,811","1,120,042","538,968,201","546,113,562","848,427","870,711","244,070","249,393","2,249.1","2,219.5",48.2,47.8,99.7,"248,843","260,006",121.1,-1.5,123.7,-0.6,121.9,-1.2,107.21171074,129.35750999,1.48,1.2992,1.1621,0.8074,1.467,1.1717,1.1058,1.1149,1.1848,0.9674,1.331
SATD201512,12/01/2015,"90,268,214","91,618,133","63,241,200","63,410,737","27,027,014","28,207,396","74,827,186","77,138,442","53,118,963","54,355,916","21,708,223","22,782,526",82.9,84.2,84,85.7,80.3,80.8,"8,532","8,659","57,870","59,588","66,402","68,247","75,327,877","77,621,063","3,276,384","3,019,138","1,082,287","1,111,708","1,049,014","1,105,673","561,992,627","543,270,795","850,726","871,086","251,164","246,591","2,588.2","2,036.9",44.1,45.6,101.1,"259,424","261,788",120.7,-0.3,124.8,0.9,122,0.1,106.64588683,126.57053113,1.48,1.3159,1.176,0.7946,1.4482,1.1656,1.1063,1.1023,1.0873,0.9225,1.3498
SATD201601,01/01/2016,"86,324,710","91,418,938","59,672,180","63,327,177","26,652,530","28,091,761","69,265,865","76,974,894","48,074,919","54,126,802","21,190,946","22,848,092",80.2,84.2,80.6,85.5,79.5,81.3,"8,334","8,697","52,474","59,425","60,808","68,122","69,778,658","77,376,407","2,815,647","3,021,394","1,062,112","1,085,372","1,130,858","1,139,644","443,214,812","541,986,267","796,025","864,070","253,507","253,169","3,091.7","2,276.5",39.8,42.2,102.8,"239,679","262,611",122.5,1.5,124.2,-0.5,123,0.8,107.24073012,126.192747,1.5,1.3117,1.1769,0.7758,1.4927,1.1628,1.0973,1.1317,1.2152,0.8534,1.3718
SATD201602,02/01/2016,"81,955,424","92,171,692","57,466,886","64,034,589","24,488,538","28,137,103","64,559,135","76,872,334","46,460,173","54,244,156","18,098,962","22,628,178",78.8,83.4,80.8,84.7,73.9,80.4,"7,386","8,599","51,111","59,101","58,497","67,700","65,026,219","77,805,200","2,558,377","2,927,673","1,014,985","1,078,441","1,087,281","1,151,215","425,393,477","552,863,887","832,503","863,087","235,963","251,159","2,652.3","2,193.1",42.9,47.7,101.7,"223,011","261,752",121.8,-0.6,124.7,0.4,122.7,-0.2,106.68623347,126.13221017,1.49,1.319,1.1404,0.7708,1.5078,1.1861,1.0961,1.1228,1.1707,0.9652,1.3573
SATD201603,03/01/2016,"94,156,648","92,471,169","66,469,562","64,292,996","27,687,086","28,178,172","78,684,812","75,674,900","56,704,006","53,329,737","21,980,806","22,345,163",83.6,81.8,85.3,82.9,79.4,79.3,"8,962","8,542","61,593","58,735","70,555","67,277","79,121,758","76,768,395","3,083,370","2,995,446","1,057,654","1,055,944","1,102,697","1,121,736","555,131,660","548,790,454","907,384","860,443","256,477","252,613","2,356.3","2,094.3",44.2,44.5,101.7,"265,147","262,392",120.7,-0.9,123.4,-1,121.6,-0.9,105.87056243,126.57424329,1.51,1.3014,1.1668,0.7547,1.4692,1.1774,1.0927,1.1293,1.118,0.9008,1.3578
SATD201604,04/01/2016,"91,606,913","92,488,282","63,775,639","64,310,132","27,831,274","28,178,149","75,127,770","76,985,750","53,623,642","54,288,020","21,504,128","22,697,730",82,83.2,84.1,84.4,77.3,80.6,"8,342","8,586","58,894","59,146","67,236","67,732","75,617,435","77,574,660","3,046,837","3,025,324","1,012,381","1,038,111","1,101,110","1,110,082","512,433,020","545,255,660","871,083","857,514","257,720","258,003","2,083.9","2,363.4",45.1,45.5,103.2,"269,653","264,735",123.2,2.1,124.2,0.6,123.4,1.5,106.19193315,126.83752142,1.51,1.3151,1.1784,0.742,1.454,1.1698,1.089,1.1534,1.2616,0.9204,1.3773
SATD201605,05/01/2016,"96,381,341","92,927,050","66,545,378","64,641,167","29,835,963","28,285,882","80,784,690","77,395,034","57,131,553","54,839,571","23,653,137","22,555,463",83.8,83.3,85.9,84.8,79.3,79.7,"8,763","8,561","62,752","60,005","71,515","68,566","81,226,986","77,894,618","2,978,308","2,978,629","1,058,600","1,051,230","1,148,705","1,126,836","571,922,265","552,670,932","879,877","859,223","264,596","255,844","1,965.8","2,376.8",46.4,44.7,102,"277,972","264,565",122.3,-0.7,124.7,0.4,123,-0.3,105.9472642,126.94403198,1.51,1.3205,1.1602,0.7514,1.4759,1.1857,1.0912,1.1437,1.2688,0.9053,1.3617
SATD201606,06/01/2016,"99,866,149","93,261,433","68,799,372","64,951,763","31,066,777","28,309,670","86,518,457","77,666,060","60,278,335","54,899,334","26,240,122","22,766,726",86.6,83.3,87.6,84.5,84.5,80.4,"9,744","8,636","64,757","60,136","74,501","68,771","87,042,101","78,221,122","3,050,262","3,051,765","1,073,479","1,082,478","1,120,398","1,117,907","624,827,889","553,960,726","867,550","860,091","261,461","261,053","2,000.7","2,410.9",44.9,44.8,102.1,"276,991","264,364",123.3,0.8,125.1,0.3,123.8,0.7,106.45105785,127.81125071,1.49,1.3261,1.1887,0.7737,1.4642,1.1885,1.0923,1.167,1.287,0.9063,1.3637
SATD201607,07/01/2016,"104,401,229","93,453,629","71,524,272","65,163,370","32,876,957","28,290,259","90,628,483","77,373,099","62,349,264","54,509,640","28,279,219","22,863,459",86.8,82.8,87.2,83.7,86,80.8,"10,751","8,694","66,136","59,406","76,887","68,100","91,256,833","77,934,921","3,031,681","3,047,090","1,139,143","1,111,653","1,115,819","1,106,455","681,258,622","562,944,553","809,114","849,678","270,082","264,932","2,186.6","2,387",47,46.8,104.9,"285,160","265,645",125.7,1.9,124.4,-0.6,125,1,106.6242032,126.90262707,1.5,1.3212,1.1869,0.7945,1.4492,1.2078,1.0791,1.1843,1.2742,0.9478,1.4001
SATD201608,08/01/2016,"101,837,319","93,582,050","69,971,945","65,273,033","31,865,374","28,309,017","86,136,355","77,253,519","59,282,193","54,533,118","26,854,162","22,720,401",84.6,82.6,84.7,83.5,84.3,80.3,"9,950","8,658","63,500","58,926","73,450","67,585","86,708,521","77,528,164","3,089,859","3,086,988","1,192,602","1,110,537","1,175,723","1,112,981","622,399,656","543,738,612","864,510","850,183","273,449","269,125","2,208.4","2,416.7",49.4,46.9,101.4,"279,213","264,145",123.7,-1.6,123.9,-0.4,123.6,-1.1,106.50888085,127.37292975,1.5,1.3143,1.2024,0.7937,1.4578,1.1666,1.0797,1.2031,1.2901,0.9484,1.3535
SATD201609,09/01/2016,"90,445,645","93,742,508","62,507,832","65,479,589","27,937,813","28,262,919","75,323,792","79,367,466","52,660,648","56,452,535","22,663,144","22,914,931",83.3,84.7,84.2,86.2,81.1,81.1,"7,857","8,703","58,620","60,894","66,477","69,597","75,735,172","79,443,802","3,144,378","3,140,087","1,146,142","1,129,264","1,116,007","1,105,407","529,746,419","549,154,666","884,140","849,912","251,894","256,056","1,947.8","2,331.9",47.5,47,100.2,"262,039","263,573",122.5,-1,126,1.7,123.6,0,106.39938394,127.89120503,1.5,1.3468,1.2231,0.8071,1.4478,1.1782,1.0794,1.1446,1.2448,0.9516,1.3378
SATD201610,10/01/2016,"92,169,699","93,414,569","64,769,650","65,307,275","27,400,049","28,107,294","77,274,227","78,570,208","55,320,061","55,722,634","21,954,166","22,847,574",83.8,84.1,85.4,85.3,80.1,81.3,"7,830","8,651","61,709","61,009","69,539","69,660","77,790,770","78,633,878","3,363,915","3,174,687","1,184,052","1,124,103","1,192,422","1,121,260","515,715,563","533,439,289","889,002","827,665","271,800","268,242","1,925.2","2,219.2",49.9,46.2,101.7,"275,610","266,664",123.3,0.7,124.2,-1.4,123.5,-0.1,106.48989419,127.96687607,1.49,1.3331,1.2366,0.8034,1.4686,1.1445,1.0511,1.1991,1.1846,0.9358,1.3574
SATD201611,11/01/2016,"86,896,657","93,411,592","62,885,803","65,852,099","24,010,854","27,559,494","72,215,277","78,479,058","53,280,611","55,889,287","18,934,666","22,589,771",83.1,84,84.7,84.9,78.9,82,"7,322","8,653","59,269","60,846","66,591","69,498","72,625,059","79,072,129","3,397,217","3,232,050","1,123,870","1,137,186","1,121,925","1,137,299","541,014,515","543,002,269","839,892","843,700","257,922","263,084","2,159.5","2,126.3",46.1,45.7,102.4,"255,154","265,314",123.5,0.2,125.3,0.9,124,0.4,106.04521809,127.6279269,1.51,1.3405,1.259,0.8128,1.4896,1.165,1.0715,1.1761,1.1351,0.9257,1.3669
SATD201612,12/01/2016,"92,983,411","94,390,868","65,698,076","66,061,528","27,285,335","28,329,340","76,957,615","79,134,414","54,812,269","56,070,680","22,145,346","23,063,735",82.8,83.8,83.4,84.9,81.2,81.4,"8,805","8,866","59,178","60,885","67,983","69,751","77,310,983","79,444,134","3,455,965","3,215,454","1,091,370","1,118,813","1,131,383","1,165,148","562,539,179","544,772,707","807,517","843,128","270,123","264,448","2,866.3","2,260",44.9,46.5,103.2,"264,778","267,135",124.8,1.1,125.7,0.3,125,0.8,106.69885528,130.2692747,1.48,1.3468,1.2525,0.7997,1.5261,1.1688,1.0707,1.1822,1.2064,0.9405,1.3776
SATD201701,01/01/2017,"89,957,347","95,043,894","63,084,040","66,591,581","26,873,307","28,452,313","71,433,297","80,020,216","50,136,641","56,800,549","21,296,656","23,219,667",79.4,84.2,79.5,85.3,79.2,81.6,"8,512","8,906","54,109","61,633","62,621","70,538","71,876,269","80,164,047","2,993,084","3,193,590","1,106,215","1,127,321","1,113,971","1,132,887","458,016,423","558,819,386","802,693","855,612","270,123","267,781","2,913.8","2,159.1",43.9,46.2,103,"242,600","266,509",124.1,-0.6,127.1,1.1,125,0,106.51395115,130.50342661,1.48,1.359,1.244,0.8057,1.4838,1.1989,1.0866,1.1971,1.1526,0.9352,1.3749
SATD201702,02/01/2017,"81,365,955","94,840,327","57,436,642","66,304,832","23,929,313","28,535,495","64,261,254","79,024,537","46,484,890","55,996,434","17,776,364","23,028,103",79,83.3,80.9,84.5,74.3,80.7,"7,299","8,839","51,078","61,190","58,377","70,029","64,666,236","79,502,970","2,710,384","3,242,547","1,035,202","1,146,709","1,040,348","1,137,058","405,865,664","544,619,358","777,821","846,746","245,467","271,307","2,340.2","2,025.4",43,47.7,104,"225,644","265,234",124.8,0.6,125.9,-0.9,125.1,0.1,106.17186771,130.70245574,1.48,1.3478,1.263,0.8196,1.4893,1.1684,1.0753,1.2128,1.0812,0.966,1.3891
SATD201703,03/01/2017,"96,763,000","95,017,592","68,737,057","66,399,977","28,025,943","28,617,615","80,838,984","78,595,474","58,791,439","55,680,172","22,047,545","22,915,302",83.5,82.7,85.5,83.9,78.7,80.1,"8,999","8,704","63,963","60,877","72,962","69,580","81,311,996","79,786,161","3,435,973","3,295,754","1,126,912","1,126,452","1,123,340","1,129,036","530,748,447","550,006,772","886,230","838,730","274,785","271,043","2,523.3","2,250.4",47.7,48.2,103,"268,343","265,123",125.2,0.3,125.9,0,125.3,0.2,106.8782576,130.63135351,1.49,1.3526,1.2838,0.8051,1.4788,1.18,1.0652,1.2117,1.2013,0.9763,1.375
SATD201704,04/01/2017,"94,777,063","95,721,700","66,075,380","66,721,801","28,701,683","28,999,900","79,494,360","80,372,835","56,302,476","56,429,595","23,191,884","23,943,240",83.9,84,85.2,84.6,80.8,82.6,"9,163","9,194","61,099","61,714","70,262","70,908","79,935,852","80,762,673","3,249,956","3,310,340","1,089,556","1,111,369","1,103,713","1,140,971","561,148,298","576,234,663","834,677","839,178","279,556","280,390","1,932","2,201.4",44.1,43.9,104.4,"272,864","270,670",125.5,0.2,127.1,1,125.9,0.5,107.9375188,129.75099943,1.48,1.3692,1.2894,0.7943,1.4944,1.2363,1.0657,1.2534,1.1752,0.8887,1.3935
SATD201705,05/01/2017,"99,451,590","95,918,801","68,835,215","66,887,011","30,616,375","29,031,790","83,542,041","80,003,600","59,016,291","56,567,046","24,525,750","23,436,553",84,83.4,85.7,84.6,80.1,80.7,"9,236","9,038","64,443","61,398","73,679","70,435","83,939,006","80,565,959","3,395,667","3,362,199","1,134,834","1,124,732","1,171,410","1,147,260","574,606,036","554,577,079","875,749","839,181","290,050","281,027","1,892","2,289.7",42.6,40.5,104.7,"281,264","266,153",126.1,0.5,126.8,-0.2,126.2,0.2,108.02867632,131.00142776,1.49,1.3658,1.3096,0.8039,1.5027,1.1898,1.0657,1.2563,1.2223,0.8206,1.398
SATD201706,06/01/2017,"103,710,325","96,725,745","71,663,412","67,568,450","32,046,913","29,157,294","89,667,877","79,903,619","62,468,978","56,537,203","27,198,899","23,366,416",86.5,82.6,87.2,83.7,84.9,80.1,"10,262","8,988","66,746","60,948","77,008","69,935","90,130,486","80,484,185","3,442,624","3,432,306","1,129,103","1,137,314","1,156,506","1,149,975","636,313,142","560,516,408","842,737","831,012","278,060","278,059","1,910.4","2,300.5",44.7,44.4,103.6,"280,290","266,376",126.1,0,126.4,-0.3,126.1,-0.1,108.21832712,130.50856653,1.49,1.3644,1.337,0.8129,1.5062,1.2026,1.0554,1.243,1.2281,0.8986,1.3832
SATD201707,07/01/2017,"108,632,534","97,514,726","74,806,757","68,382,939","33,825,777","29,131,787","94,106,754","80,839,540","65,035,238","57,318,782","29,071,516","23,520,759",86.6,82.9,86.9,83.8,85.9,80.7,"11,242","9,094","68,575","62,272","79,817","71,366","94,641,128","81,197,571","3,451,415","3,465,039","1,129,179","1,102,244","1,153,881","1,144,365","667,515,087","553,334,774","790,814","833,258","284,041","279,368","2,141.6","2,315.4",45.7,45.8,107.3,"288,566","269,548",128.7,2.1,127.3,0.7,128,1.5,108.03169693,130.54997144,1.5,1.3765,1.3497,0.7878,1.4989,1.1871,1.0582,1.2489,1.236,0.9273,1.4324
SATD201708,08/01/2017,"105,782,526","97,227,221","73,231,170","68,253,656","32,551,356","28,973,565","90,444,528","80,949,965","62,520,313","57,418,152","27,924,215","23,531,813",85.5,83.3,85.4,84.1,85.8,81.2,"10,437","9,115","66,665","61,896","77,102","71,012","90,980,861","81,381,218","3,534,006","3,519,454","1,184,965","1,104,233","1,216,328","1,152,691","628,885,839","549,061,431","837,928","824,561","281,100","276,958","2,093.8","2,276.3",47,44.7,108.3,"282,558","267,211",129.2,0.4,127.1,-0.2,128.2,0.2,107.54192752,132.17475728,1.5,1.3796,1.3709,0.7892,1.5098,1.178,1.0472,1.2381,1.2151,0.9051,1.4455
SATD201709,09/01/2017,"91,409,247","94,878,811","63,120,361","66,384,501","28,288,886","28,494,311","74,645,832","79,339,620","51,871,588","56,212,542","22,774,244","23,127,077",81.7,83.6,82.2,84.7,80.5,81.2,"7,773","8,687","57,145","60,133","64,918","68,820","75,092,290","79,793,731","3,514,537","3,519,549","1,113,057","1,100,955","1,139,093","1,125,355","511,006,011","530,520,799","844,867","827,821","260,591","266,736","1,920.5","2,289.9",44,44,109,"265,212","266,506",129.2,0,125.4,-1.3,127.6,-0.5,107.64452018,132.96516276,1.46,1.3527,1.3709,0.7869,1.474,1.1382,1.0513,1.1924,1.2224,0.8915,1.4551
SATD201710,10/01/2017,"96,446,815","97,330,160","68,007,445","68,220,525","28,439,370","29,109,635","80,629,312","81,813,681","58,257,903","58,427,851","22,371,409","23,385,830",83.6,84.1,85.7,85.6,78.7,80.3,"8,079","8,998","64,625","63,027","72,704","72,025","81,168,039","81,828,993","3,725,503","3,496,866","1,173,743","1,120,187","1,233,353","1,163,530","544,835,510","553,715,033","910,849","833,476","290,875","287,109","2,031.5","2,325.1",45.7,42,109.4,"278,888","268,718",130.3,0.9,128,2.1,129.3,1.3,109.00077151,134.37235865,1.46,1.3872,1.3621,0.8006,1.524,1.188,1.0585,1.2835,1.2412,0.851,1.4602
SATD201711,11/01/2017,"90,290,523","97,116,497","65,149,170","68,206,004","25,141,353","28,910,493","75,655,182","81,873,221","55,883,967","58,320,936","19,771,215","23,552,285",83.8,84.3,85.8,85.5,78.6,81.5,"7,719","9,012","61,911","63,679","69,630","72,691","76,124,199","82,156,653","3,845,508","3,651,535","1,106,644","1,122,587","1,143,806","1,164,434","552,222,667","549,243,349","831,770","835,640","293,896","297,872","2,357.3","2,309.1",46.6,46.4,110.2,"258,159","268,212",132.1,1.4,128.4,0.3,130.6,1,109.20131806,136.54797259,1.45,1.3928,1.4223,0.8024,1.5252,1.1784,1.0612,1.3316,1.2326,0.9391,1.4708
SATD201712,12/01/2017,"96,283,221","97,560,160","68,235,415","68,641,676","28,047,806","28,918,484","79,629,124","81,813,531","56,980,320","58,340,532","22,648,804","23,472,999",82.7,83.9,83.5,85,80.8,81.2,"8,955","9,067","61,374","63,450","70,329","72,518","80,037,671","82,297,352","3,809,832","3,589,021","1,102,229","1,125,937","1,155,490","1,178,557","558,435,738","544,733,177","773,762","826,973","300,128","292,986","3,086","2,442.1",43.9,45.2,112.1,"267,958","272,319",133.8,1.3,128.2,-0.2,131.5,0.7,109.37586584,136.53169617,1.44,1.3952,1.398,0.8047,1.5437,1.1687,1.0502,1.3097,1.3037,0.9156,1.4963
SATD201801,01/01/2018,"93,056,109","98,348,278","65,566,520","69,181,552","27,489,589","29,166,726","73,352,756","82,541,850","51,716,869","58,787,534","21,635,887","23,754,316",78.8,83.9,78.9,85,78.7,81.4,"8,598","9,053","55,830","63,841","64,428","72,894","73,795,634","82,734,476","3,401,406","3,602,921","1,074,022","1,092,246","1,159,338","1,176,113","438,710,211","540,951,237","788,672","823,931","291,804","287,829","3,340.9","2,502.6",45,47.1,109.1,"244,736","268,361",131.7,-1.6,128.5,0.2,130.4,-0.8,109.32969375,137.60850942,1.45,1.4026,1.4034,0.7807,1.5405,1.1606,1.0464,1.2867,1.3359,0.953,1.4559
SATD201802,02/01/2018,"85,156,278","99,291,195","60,464,271","69,788,027","24,692,007","29,503,168","68,213,441","84,036,154","49,452,398","59,584,968","18,761,043","24,451,185",80.1,84.6,81.8,85.4,76,82.9,"7,637","9,278","54,078","64,888","61,715","74,166","68,674,043","84,021,492","3,085,190","3,718,352","1,028,163","1,137,919","1,105,421","1,204,234","397,611,189","539,644,507","766,031","835,465","264,816","291,742","2,710.7","2,343.3",43.9,48.7,111.7,"227,759","267,857",134.1,1.8,130.4,1.5,132.6,1.7,109.71999897,138.20074243,1.45,1.4244,1.4484,0.8133,1.5773,1.1578,1.061,1.3042,1.2509,0.986,1.4919
SATD201803,03/01/2018,"100,683,549","98,954,526","71,674,603","69,291,321","29,008,946","29,663,205","85,599,897","82,890,104","61,707,206","58,296,408","23,892,691","24,593,696",85,83.8,86.1,84.1,82.4,82.9,"9,647","9,178","66,643","63,780","76,290","72,958","86,103,037","84,293,756","3,751,133","3,689,204","1,164,406","1,163,371","1,201,985","1,214,708","507,584,752","511,291,558","841,125","810,137","291,322","288,442","2,796.7","2,513.1",49.8,50.3,112.2,"270,705","268,556",135.7,1.2,129.5,-0.7,133.2,0.5,110.33674164,138.6921759,1.45,1.429,1.437,0.8315,1.591,1.0969,1.0288,1.2894,1.3415,1.0184,1.498
SATD201804,04/01/2018,"99,520,372","100,569,859","70,357,641","70,914,653","29,162,731","29,655,206","82,536,712","84,165,222","59,340,837","59,767,378","23,195,875","24,397,844",82.9,83.7,84.3,84.3,79.5,82.3,"9,074","9,188","64,557","64,892","73,631","74,080","83,009,406","84,091,936","3,551,100","3,540,322","1,126,657","1,142,564","1,179,073","1,209,482","502,623,911","540,701,261","829,115","815,691","283,594","285,035","2,350.5","2,686.1",52.5,51.9,111.5,"275,127","273,320",135.5,-0.1,129.6,0.1,133.1,-0.1,111.58328031,138.66105083,1.45,1.4256,1.379,0.8166,1.5842,1.16,1.0359,1.2742,1.4339,1.0508,1.4889
SATD201805,05/01/2018,"104,550,878","100,821,329","73,310,982","71,190,764","31,239,896","29,630,565","88,019,738","83,636,405","62,580,573","59,438,880","25,439,165","24,197,525",84.2,83,85.4,83.5,81.4,81.7,"9,452","9,177","67,844","64,433","77,296","73,609","88,525,173","84,572,262","3,754,233","3,702,564","1,171,733","1,155,341","1,244,509","1,223,775","556,052,014","535,331,759","857,964","822,027","298,650","289,494","2,055","2,491.5",54.2,51.9,113,"283,713","267,556",136.3,0.6,130.4,0.6,134,0.7,110.54710516,140.33752142,1.44,1.4337,1.4422,0.8258,1.6029,1.1485,1.0439,1.2941,1.33,1.0512,1.5081
SATD201806,06/01/2018,"107,912,286","101,075,554","75,323,764","71,503,149","32,588,522","29,572,404","94,375,329","84,221,044","66,095,834","60,128,150","28,279,495","24,092,894",87.5,83.3,87.7,84.1,86.8,81.5,"10,606","9,266","70,278","64,703","80,884","73,969","94,917,275","85,112,910","3,700,670","3,696,905","1,152,587","1,161,176","1,233,577","1,225,112","600,475,156","526,994,688","822,283","826,318","290,939","290,293","2,063.1","2,478.4",53.8,53.1,114,"282,648","269,325",137.2,0.7,131.2,0.6,134.8,0.6,111.38564648,141.13877784,1.45,1.4429,1.44,0.8299,1.6046,1.1306,1.0494,1.2977,1.323,1.0753,1.5214
SATD201807,07/01/2018,"112,677,219","101,149,780","78,406,996","71,532,778","34,270,223","29,617,002","98,883,723","84,472,337","69,091,770","60,456,600","29,791,953","24,015,737",87.8,83.5,88.1,84.5,86.9,81.1,"11,421","9,305","72,540","64,735","83,961","74,040","99,373,376","85,348,454","3,653,015","3,637,012","1,168,482","1,146,792","1,232,880","1,222,337","655,798,387","539,314,662","797,095","820,919","290,901","286,397","2,350.7","2,521",49.8,50.1,113.5,"290,989","270,452",136.2,-0.7,131.2,0,134.2,-0.4,111.61003423,140.80525414,1.45,1.4469,1.4167,0.8197,1.601,1.1571,1.0425,1.2803,1.3457,1.0148,1.5148
SATD201808,08/01/2018,"110,046,265","101,323,147","76,722,877","71,596,156","33,323,388","29,726,991","94,835,592","84,571,624","66,132,066","60,583,086","28,703,526","23,988,538",86.2,83.5,86.2,84.6,86.1,80.7,"10,649","9,276","70,339","64,337","80,988","73,614","95,268,669","85,332,584","3,670,746","3,640,993","1,226,049","1,148,125","1,276,948","1,209,845","622,165,201","537,655,449","833,080","818,775","296,027","291,757","2,313.8","2,501.6",52,50.1,113.9,"284,989","267,900",136.5,0.2,131.1,-0.1,134.3,0.1,112.38827135,141.86950314,1.46,1.4466,1.4182,0.8206,1.5846,1.1535,1.0398,1.3042,1.3354,1.0144,1.5208
